id_powerplant,name_powerplant,gross_cap_ele,ini_cap_ele,gross_cap_th,name_status,name_technology,name_subtechnology,start_year,latitude,longitude,exact_coordinates,name_region_L2,NUTS2_code,name_region_L1,NUTS1_code,name_country,name_continent,max_well_depth,min_temp,max_temp,min_flow_rate,max_flow_rate,no_units,name_geothermal_area,name_turbine_type,turbine_man,name_owner,name_operator
293,BLM,90,99.9,0,"in operation","Geothermal energy","Geothermal power",1988,36.0023,-117.789,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,3,"Coso Junction","Double flash","Fuji Electric Co. Ltd.","Terra-Gen Power","Coso Operating Co"
294,"Navy I",100,102.4,NULL,"in operation","Geothermal energy","Geothermal power",1987,36.0376,-117.798,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,3,"Coso Junction","Double flash",NULL,"Terra-Gen Power","Coso Operating Co"
295,"Navy II",102,100,NULL,"in operation","Geothermal energy","Geothermal power",1989,36.0196,-117.792,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,3,"Coso Junction","Double flash",NULL,"Terra-Gen Power","Coso Operating Co"
296,"North Brawley",50,50,NULL,"in operation","Geothermal energy","Geothermal power",2009,33.0144,-115.541,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,7,"North Brawley",ORC,NULL,"Ormat Technologies Inc",NULL
297,"Gould I",10,10,0,"in operation","Geothermal energy","Geothermal power",2006,32.7159,-115.517,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,Heber,ORC,NULL,"Ormat Technologies Inc",NULL
298,"Heber I",37,52,NULL,"in operation","Geothermal energy","Geothermal power",1985,32.7159,-115.518,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,Heber,"Double flash",NULL,"Ormat Technologies Inc",NULL
299,"Heber II",6,48,NULL,"in operation","Geothermal energy","Geothermal power",1993,32.7139,-115.536,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,7,Heber,ORC,NULL,"Ormat Technologies Inc",NULL
300,"Heber South (Gould II)",14.5,13.3,NULL,"in operation","Geothermal energy","Geothermal power",2008,32.7137,-115.518,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Heber,ORC,NULL,"Ormat Technologies Inc",NULL
301,"Mammoth Pacific I",7.5,10,NULL,"in operation","Geothermal energy","Geothermal power",1984,37.6451,-118.914,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,3,"Long Valley Caldera",ORC,NULL,"Ormat Technologies Inc",NULL
302,"Mammoth Pacific II",11,30,NULL,"in operation","Geothermal energy","Geothermal power",1990,37.6462,-118.91,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,4,"Long Valley Caldera",ORC,NULL,"Ormat Technologies Inc",NULL
303,"Mammoth III (PLES 1)",15,15,NULL,"in operation","Geothermal energy","Geothermal power",1990,37.6459,-118.909,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,NULL,"Long Valley Caldera",ORC,NULL,"Ormat Technologies Inc",NULL
304,SIGC,42,42,NULL,"in operation","Geothermal energy","Geothermal power",1993,33.0399,-115.367,0,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,6,Heber,ORC,NULL,"Ormat Technologies Inc",NULL
306,Wineagle,0.7,0.7,NULL,"in operation","Geothermal energy","Geothermal power",1985,40.3569,-120.256,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,Wineagle,ORC,NULL,"Wineagle Development",NULL
307,Beowave,17.7,17.7,0,"in operation","Geothermal energy","Geothermal power",1985,40.5547,-116.617,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Beowawe,"Double flash",NULL,"Beowawe Power LLC","Terra-Gen Power"
308,"Beowave 2",1.9,1.9,0,"in operation","Geothermal energy","Geothermal power",2011,40.5547,-116.617,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Beowawe,ORC,"Turbine Air System",NULL,"Beowawe Power LLC"
309,"Brady Hot Springs",12,26.1,0,"in operation","Geothermal energy","Geothermal power",1992,39.796,-119.01,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,3,Fernley,"Double flash","General Electric","Ormat Technologies Inc",NULL
310,"Desert Peak",11,23,0,"in operation","Geothermal energy","Geothermal power",2006,39.7539,-118.953,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,Fernley,ORC,NULL,"Ormat Technologies Inc",NULL
311,"Galena II",15,12.45,0,"in operation","Geothermal energy","Geothermal power",2007,39.3888,-119.749,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Steamboat springs",ORC,"Ormat Technologies Inc","Ormat Technologies Inc",NULL
312,"Galena III",20,27.5,0,"in operation","Geothermal energy","Geothermal power",2008,39.3903,-119.755,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Steamboat springs",ORC,"Ormat Technologies Inc","Ormat Technologies Inc",NULL
313,"Galena I (Richard Burdett)",30,27,0,"in operation","Geothermal energy","Geothermal power",2005,39.3905,-119.755,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,"Steamboat springs",ORC,"Ormat Technologies Inc","Ormat Technologies Inc",NULL
314,"Steamboat Hills I",14.4,14.4,NULL,"in operation","Geothermal energy","Geothermal power",1988,39.3732,-119.765,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Steamboat springs","Single flash",NULL,"Ormat Technologies Inc",NULL
316,"Steamboat II",29,29,NULL,"in operation","Geothermal energy","Geothermal power",1992,39.3949,-119.747,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,"Steamboat springs",ORC,NULL,"Ormat Technologies Inc",NULL
317,"Steamboat III",24,24,NULL,"in operation","Geothermal energy","Geothermal power",1992,39.3943,-119.748,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,"Steamboat springs",ORC,NULL,"Ormat Technologies Inc",NULL
318,"Soda Lake I",5.1,5.1,NULL,"in operation","Geothermal energy","Geothermal power",1987,39.5553,-118.838,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,4,Fallon,ORC,NULL,"Magma Energy Group",NULL
319,"Soda Lake II",18,18,NULL,"in operation","Geothermal energy","Geothermal power",1990,39.5564,-118.85,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,6,Fallon,ORC,NULL,"Constellation Energy",NULL
320,Stillwater,47.3,47.3,0,"in operation","Geothermal energy","Geothermal power",2009,39.5464,-118.556,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Fallon,ORC,NULL,"ENEL GP",NULL
322,"Dixie Valley I",67.2,64,0,"in operation","Geothermal energy","Geothermal power",1988,39.9674,-117.856,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Dixie Valley","Double flash",NULL,"Terra-Gen Power",NULL
323,"Dixie Valley II",6.2,6.2,0,"in operation","Geothermal energy","Geothermal power",2012,39.9674,-117.856,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Dixie Valley",ORC,"Turbine Air System",NULL,"Terra-Gen Power"
324,"Salt Wells",23.6,18.1,0,"in operation","Geothermal energy","Geothermal power",2009,39.295,-118.573,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,"Salt Wells",ORC,NULL,"ENEL GP",NULL
325,"Faulkner I",39.5,49.5,0,"in operation","Geothermal energy","Geothermal power",2009,40.995,-118.143,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,6,"Blue Mountain",ORC,NULL,"Alternative Earth Resources",NULL
326,"San Emidio Repower",12.75,13,0,"in operation","Geothermal energy","Geothermal power",2012,40.3807,-119.4,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"San Emidio",ORC,"Turbine Air System","US Geothermal","US Geothermal"
328,"Jersey Valley",22.5,19.4,0,"in operation","Geothermal energy","Geothermal power",2010,40.1806,-117.476,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Jersey Valley",ORC,"Ormat Technologies Inc","Ormat Technologies Inc","Ormat Technologies Inc"
329,Tuscarora,32,32,0,"in operation","Geothermal energy","Geothermal power",2012,41.4671,-116.151,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Hot Sulphur Springs",ORC,"Ormat Technologies Inc","Ormat Technologies Inc",NULL
330,"McGinness Hills",52,52,0,"in operation","Geothermal energy","Geothermal power",2012,39.5907,-116.913,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"McGinness Hills",ORC,"Ormat Technologies Inc","Ormat Technologies Inc",NULL
331,"Lightning Dock",4,4,0,"in operation","Geothermal energy","Geothermal power",2013,32.1451,-108.838,1,NULL,NULL,"New Mexico",NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,4,"Lightning Dock",ORC,NULL,Cyrq,NULL
332,"Hudson Ranch I",49.5,49.5,0,"in operation","Geothermal energy","Geothermal power",2012,33.2042,-115.574,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Salton Sea","Triple flash","Fuji Electric Co. Ltd.",EnergySource,EnergySource
333,"Florida Canyon Mine",0.1,0.1,0,"in operation","Geothermal energy","Geothermal power",2012,40.5858,-118.25,0,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Humboldt House",ORC,NULL,ElectraTherm,ElectraTherm
334,Neal,23,33,0,"in operation","Geothermal energy","Geothermal power",2012,44.0225,-117.467,1,NULL,NULL,Oregon,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,3,"Neal hot springs",ORC,NULL,"US Geothermal","US Geothermal"
335,"Blundell I",26,26,0,"in operation","Geothermal energy","Geothermal power",1984,38.4889,-112.852,1,NULL,NULL,Utah,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,NULL,"Roosevelt Hot Springs","Single flash","General Electric",PacifiCorp,NULL
336,"Blundell II",11,11,0,"in operation","Geothermal energy","Geothermal power",2008,38.4898,-112.853,1,NULL,NULL,Utah,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,NULL,"Roosevelt Hot Springs",ORC,"Ormat Technologies Inc",PacifiCorp,NULL
337,"Thermo Hot Springs",10,10,0,"in operation","Geothermal energy","Geothermal power",2008,38.1612,-113.195,1,NULL,NULL,Utah,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,NULL,"Thermo hot springs",unknown,NULL,NULL,NULL
339,"Don Campbell",16,16,0,"in operation","Geothermal energy","Geothermal power",2014,38.837,-118.325,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Mineral hot springs",ORC,"Ormat Technologies Inc","Ormat Technologies Inc","Ormat Technologies Inc"
340,Puna,30,30,0,"in operation","Geothermal energy","Geothermal power",1993,19.4781,-154.888,1,NULL,NULL,Hawaii,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Kilauea East Rift",ORC,"Ormat Technologies Inc","Ormat Technologies Inc","Ormat Technologies Inc"
341,"Cove Fort",25,25,0,"in operation","Geothermal energy","Geothermal power",2013,38.5613,-112.58,1,NULL,NULL,Utah,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,"Cove Fort",ORC,"Ormat Technologies Inc","Enel Green Power North America Inc","Enel Green Power North America Inc"
342,Tura,3.35,3.35,5.233,"in operation","Geothermal energy","Geothermal power",2017,47.6038,19.5598,1,"Central Hungary",HU10,"Central Hungary",HU1,Hungary,Europe,NULL,NULL,NULL,NULL,NULL,1,Tura,ORC,"ZheJiang KaiShan Compressor Co., Ltd","KS Orka Renewables Pte Ltd",NULL
343,Theistareykir,90,90,0,"in operation","Geothermal energy","Geothermal power",2017,65.89,-16.9618,1,Iceland,IS00,Iceland,IS0,Iceland,Europe,3000,NULL,NULL,140,320,2,Krafla,"Single flash","Fuji Electric Co. Ltd.",Landsvirkjun,Landsvirkjun
344,"Pico Alto",4.5,4.5,0,"in operation","Geothermal energy","Geothermal power",2017,38.7295,-27.2509,0,Azores,PT20,Azores,PT2,Portugal,Europe,NULL,175,175,15,15,1,"Pico Alto",ORC,"Exergy S.p.A.",NULL,"EDA Renovaveis S.A."
345,Afyon,3,3,0,"in operation","Geothermal energy","Geothermal power",2017,38.7546,30.5365,0,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,"Afyon ",ORC,"Turboden S.p.A.","AFJET A.S.","AFJET A.S."
346,"Efeler 6",27,27,0,"in operation","Geothermal energy","Geothermal power",2017,37.8678,27.6236,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Germencik,ORC,"Ormat Technologies Inc",GURMAT,GURMAT
347,Kuyucak,22,22,0,"in operation","Geothermal energy","Geothermal power",2017,37.9397,28.5266,1,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Pamukoren,ORC,"Exergy S.p.A.","Turcas Kuyucak JES ","Turcas Kuyucak JES "
348,"Kizildere 3 U1a",60,60,0,"in operation","Geothermal energy","Geothermal power",2017,37.9698,28.8055,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Kizildere,"Single flash","Toshiba Corporation","Zorlu Energy","Zorlu Energy"
349,"Kizildere 3 U1b",23,23,0,"in operation","Geothermal energy","Geothermal power",2017,37.9698,28.8055,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Kizildere,ORC,"Ormat Technologies Inc","Zorlu Energy","Zorlu Energy"
350,"Kizildere 3 U2a",52,52,0,"in operation","Geothermal energy","Geothermal power",2017,37.9698,28.8055,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Kizildere,"Single flash","Toshiba Corporation","Zorlu Energy","Zorlu Energy"
351,"Kizildere 3 U26",15.8,15.8,0,"in operation","Geothermal energy","Geothermal power",2017,37.9698,28.8055,0,"Aydın Subregion",TR32,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Kizildere,ORC,"Ormat Technologies Inc","Zorlu Energy","Zorlu Energy"
352,Maspo,10,10,0,"in operation","Geothermal energy","Geothermal power",2017,38.4373,28.3966,1,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Alasehir,ORC,"Ormat Technologies Inc","Maspo Enerji","Maspo Enerji"
354,"Özmen 1 (SIS)",24,24,0,"in operation","Geothermal energy","Geothermal power",2017,38.3595,28.4083,1,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,Alasehir,ORC,"Atlas Copco AB","Özmen Holding","Özmen Holding"
355,"Caferbey Salihil",16,16,0,"in operation","Geothermal energy","Geothermal power",2017,38.4735,28.0959,1,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,"Salihli ",ORC,"Ormat Technologies Inc","Sanko Enerji","Sanko Enerji"
356,Sanko,15,15,0,"in operation","Geothermal energy","Geothermal power",2017,38.4921,28.092,1,"Manisa Subregion",TR33,"Aegean Region",TR3,Turkey,Europe,NULL,NULL,NULL,NULL,NULL,1,"Salihli ",ORC,"Ormat Technologies Inc","Sanko Enerji","Sanko Enerji"
357,"Momotombo I",11,35,NULL,"in operation","Geothermal energy","Geothermal power",1983,12.3939,-86.5414,1,NULL,NULL,NULL,NULL,Nicaragua,"North America",NULL,NULL,NULL,NULL,NULL,1,Momotombo,"Double flash",NULL,NULL,NULL
358,"Momotombo II",11,35,NULL,"in operation","Geothermal energy","Geothermal power",1989,12.3939,-86.5414,1,NULL,NULL,NULL,NULL,Nicaragua,"North America",NULL,NULL,NULL,NULL,NULL,1,Momotombo,"Double flash",NULL,NULL,NULL
359,"Momotombo II",3,7,NULL,"in operation","Geothermal energy","Geothermal power",2003,12.3939,-86.5414,1,NULL,NULL,NULL,NULL,Nicaragua,"North America",NULL,NULL,NULL,NULL,NULL,1,Momotombo,ORC,"Ormat Technologies Inc",NULL,NULL
360,"Miravalles II",55,55,0,"in operation","Geothermal energy","Geothermal power",1998,10.7006,-85.1939,1,NULL,NULL,Guanacaste,NULL,"Costa Rica","North America",NULL,NULL,NULL,NULL,NULL,1,Miravalles,"Single flash","Toshiba Corporation",ICE,ICE
361,"Sarulla I",110,110,0,"in operation","Geothermal energy","Geothermal power",2017,1.82089,99.089,1,NULL,NULL,"North Sumatra",NULL,Indonesia,Asia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hybrid,NULL,NULL,NULL
362,"Sarulla II",110,110,0,"in operation","Geothermal energy","Geothermal power",2017,1.82089,99.089,1,NULL,NULL,"North Sumatra",NULL,Indonesia,Asia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hybrid,NULL,NULL,NULL
363,Patuha,60,60,0,"in operation","Geothermal energy","Geothermal power",2014,-7.18391,107.422,1,NULL,NULL,"West Java",NULL,Indonesia,Asia,NULL,NULL,NULL,NULL,NULL,NULL,Patuha,"Single flash",NULL,NULL,NULL
364,"Los Humeros III -  Phase A",25,25,0,"in operation","Geothermal energy","Geothermal power",2017,19.8125,-97.3878,0,NULL,NULL,Tlaxcala,NULL,Mexico,"North America",NULL,NULL,NULL,NULL,NULL,NULL,"Los Humeros","Single flash","Alstom SA",CFE,CFE
365,Platanares,35,35,0,"in operation","Geothermal energy","Geothermal power",2017,14.7609,-88.9272,0,NULL,NULL,NULL,NULL,Honduras,"North America",NULL,NULL,NULL,NULL,NULL,1,NULL,ORC,"Ormat Technologies Inc","Electricidad de Cortes","Ormat Technologies Inc"
366,"Cerro Pabellon",48,48,0,"in operation","Geothermal energy","Geothermal power",2017,-21.4495,-68.3378,0,NULL,NULL,"Antofagasta ",NULL,Chile,"South America",NULL,NULL,NULL,NULL,NULL,2,NULL,ORC,NULL,"Geotérmica del Norte S.A.",NULL
367,"GEM Bottoming Unit",9,9,0,"in operation","Geothermal energy","Geothermal power",2007,32.7753,-115.264,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"East Mesa",ORC,NULL,NULL,NULL
368,"Ormesa II Upgrade",4.3,4.3,0,"in operation","Geothermal energy","Geothermal power",2007,32.7873,-115.249,1,NULL,NULL,California,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"East Mesa",ORC,NULL,NULL,NULL
370,"Puna Expansion",8,8,0,"in operation","Geothermal energy","Geothermal power",2011,19.4768,-154.889,1,NULL,NULL,Hawaii,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,10,"Kilauea East Rift",ORC,NULL,NULL,NULL
371,"Desert Peak II EGS",1.7,1.7,0,"in operation","Geothermal energy","Geothermal power",2013,39.7544,-118.953,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Fernley,ORC,NULL,NULL,NULL
372,"Steamboat Hills II",4.6,4.6,0,"in operation","Geothermal energy","Geothermal power",2007,39.3703,-119.767,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,"Steamboat springs",ORC,NULL,NULL,NULL
373,"Wabuska I",1.1,1.1,0,"in operation","Geothermal energy","Geothermal power",1984,39.1638,-119.181,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,Wabuska,ORC,NULL,NULL,NULL
374,"Wabuska II",1.1,1.1,0,"in operation","Geothermal energy","Geothermal power",1987,39.1638,-119.181,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,Wabuska,ORC,NULL,NULL,NULL
375,Brady,5.3,5.3,0,"in operation","Geothermal energy","Geothermal power",2002,39.7963,-119.01,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,NULL,Fernley,ORC,NULL,NULL,NULL
376,"Patua Phase I",30,30,0,"in operation","Geothermal energy","Geothermal power",2013,39.5824,-119.076,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,NULL,Hazen,ORC,NULL,NULL,NULL
377,"San Emidio",4.8,4.8,0,"in operation","Geothermal energy","Geothermal power",1987,40.3694,-119.406,1,NULL,NULL,Nevada,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,NULL,"San Emidio",ORC,NULL,NULL,NULL
378,"Raft River",15.8,15.8,0,"in operation","Geothermal energy","Geothermal power",2008,42.0992,-113.382,1,NULL,NULL,Idaho,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,2,NULL,ORC,NULL,NULL,NULL
379,"Klamath Falls",0.3,0.3,0,"in operation","Geothermal energy","Geothermal power",2009,42.2562,-121.786,0,NULL,NULL,Oregon,NULL,"United States","North America",NULL,NULL,NULL,NULL,NULL,1,NULL,ORC,NULL,NULL,NULL
